Entry	Entry name	Protein names
Q6XE24	RBMS3_HUMAN	RNA-binding motif, single-stranded-interacting protein 3
Q9Y388	RBMX2_HUMAN	RNA-binding motif protein, X-linked 2
P38159	RBMX_HUMAN	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]
Q9H1K0	RBNS5_HUMAN	Rabenosyn-5 (110 kDa protein) (FYVE finger-containing Rab5 effector protein rabenosyn-5) (RAB effector RBSN) (Zinc finger FYVE domain-containing protein 20)
Q6VN20	RBP10_HUMAN	Ran-binding protein 10 (RanBP10)
Q15311	RBP1_HUMAN	RalA-binding protein 1 (RalBP1) (76 kDa Ral-interacting protein) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (Ral-interacting protein 1)
P49792	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)
Q92804	RBP56_HUMAN	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)
Q93062	RBPMS_HUMAN	RNA-binding protein with multiple splicing (RBP-MS) (Heart and RRM expressed sequence) (Hermes)
Q9H477	RBSK_HUMAN	Ribokinase (RK) (EC 2.7.1.15)
P62877	RBX1_HUMAN	E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]
Q5TC82	RC3H1_HUMAN	Roquin-1 (Roquin) (RING finger and C3H zinc finger protein 1) (RING finger and CCCH-type zinc finger domain-containing protein 1) (RING finger protein 198)
Q9HBD1	RC3H2_HUMAN	Roquin-2 (EC 2.3.2.27) (Membrane-associated nucleic acid-binding protein) (RING finger and CCCH-type zinc finger domain-containing protein 2) (RING finger protein 164) (RING-type E3 ubiquitin transferase Roquin-2)
P18754	RCC1_HUMAN	Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)
Q9P258	RCC2_HUMAN	Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)
Q92600	CNOT9_HUMAN	CCR4-NOT transcription complex subunit 9 (Cell differentiation protein RQCD1 homolog) (Rcd-1)
Q9Y2P8	RCL1_HUMAN	RNA 3'-terminal phosphate cyclase-like protein
Q15293	RCN1_HUMAN	Reticulocalbin-1
Q14257	RCN2_HUMAN	Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP)
Q9UKL0	RCOR1_HUMAN	REST corepressor 1 (Protein CoREST)
Q9P2K3	RCOR3_HUMAN	REST corepressor 3
P54725	RD23A_HUMAN	UV excision repair protein RAD23 homolog A (HR23A) (hHR23A)
P54727	RD23B_HUMAN	UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58)
Q8IZV5	RDH10_HUMAN	Retinol dehydrogenase 10 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 16C member 4)
Q8TC12	RDH11_HUMAN	Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1)
Q8NBN7	RDH13_HUMAN	Retinol dehydrogenase 13 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 7C member 3)
Q9HBH5	RDH14_HUMAN	Retinol dehydrogenase 14 (EC 1.1.1.-) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)
P46063	RECQ1_HUMAN	ATP-dependent DNA helicase Q1 (EC 3.6.4.12) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)
O94761	RECQ4_HUMAN	ATP-dependent DNA helicase Q4 (EC 3.6.4.12) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)
O94762	RECQ5_HUMAN	ATP-dependent DNA helicase Q5 (EC 3.6.4.12) (DNA helicase, RecQ-like type 5) (RecQ5) (RecQ protein-like 5)
P78563	RED1_HUMAN	Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase)
Q13123	RED_HUMAN	Protein Red (Cytokine IK) (IK factor) (Protein RER)
Q6NUK4	REEP3_HUMAN	Receptor expression-enhancing protein 3
Q9H6H4	REEP4_HUMAN	Receptor expression-enhancing protein 4
Q00765	REEP5_HUMAN	Receptor expression-enhancing protein 5 (Polyposis locus protein 1) (Protein TB2)
Q96HR9	REEP6_HUMAN	Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1)
Q04864	REL_HUMAN	Proto-oncogene c-Rel
Q8IUW5	RELL1_HUMAN	RELT-like protein 1
Q9BZI7	REN3B_HUMAN	Regulator of nonsense transcripts 3B (Nonsense mRNA reducing factor 3B) (Up-frameshift suppressor 3 homolog B) (hUpf3B) (Up-frameshift suppressor 3 homolog on chromosome X) (hUpf3p-X)
O75787	RENR_HUMAN	Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (ER-localized type I transmembrane adaptor) (Embryonic liver differentiation factor 10) (N14F) (Renin/prorenin receptor) (Vacuolar ATP synthase membrane sector-associated protein M8-9) (ATP6M8-9) (V-ATPase M8.9 subunit)
Q92900	RENT1_HUMAN	Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1)
Q9HAU5	RENT2_HUMAN	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Q9BWE0	REPI1_HUMAN	Replication initiator 1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)
Q96D71	REPS1_HUMAN	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)
Q8NFH8	REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)
Q92785	REQU_HUMAN	Zinc finger protein ubi-d4 (Apoptosis response zinc finger protein) (BRG1-associated factor 45D) (BAF45D) (D4, zinc and double PHD fingers family 2) (Protein requiem)
O15258	RER1_HUMAN	Protein RER1
Q9P2R6	RERE_HUMAN	Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein)
P09455	RET1_HUMAN	Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I)
Q6NUM9	RETST_HUMAN	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)
Q9GZR2	REXO4_HUMAN	RNA exonuclease 4 (EC 3.1.-.-) (Exonuclease XPMC2) (Prevents mitotic catastrophe 2 protein homolog) (hPMC2)
O75570	RF1M_HUMAN	Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)
P27694	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]
P15927	RFA2_HUMAN	Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)
P35244	RFA3_HUMAN	Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3)
P35251	RFC1_HUMAN	Replication factor C subunit 1 (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (DNA-binding protein PO-GA) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit)
P35250	RFC2_HUMAN	Replication factor C subunit 2 (Activator 1 40 kDa subunit) (A1 40 kDa subunit) (Activator 1 subunit 2) (Replication factor C 40 kDa subunit) (RF-C 40 kDa subunit) (RFC40)
P40938	RFC3_HUMAN	Replication factor C subunit 3 (Activator 1 38 kDa subunit) (A1 38 kDa subunit) (Activator 1 subunit 3) (Replication factor C 38 kDa subunit) (RF-C 38 kDa subunit) (RFC38)
P35249	RFC4_HUMAN	Replication factor C subunit 4 (Activator 1 37 kDa subunit) (A1 37 kDa subunit) (Activator 1 subunit 4) (Replication factor C 37 kDa subunit) (RF-C 37 kDa subunit) (RFC37)
P40937	RFC5_HUMAN	Replication factor C subunit 5 (Activator 1 36 kDa subunit) (A1 36 kDa subunit) (Activator 1 subunit 5) (Replication factor C 36 kDa subunit) (RF-C 36 kDa subunit) (RFC36)
Q6WKZ4	RFIP1_HUMAN	Rab11 family-interacting protein 1 (Rab11-FIP1) (Rab-coupling protein)
Q9BXF6	RFIP5_HUMAN	Rab11 family-interacting protein 5 (Rab11-FIP5) (Gamma-SNAP-associated factor 1) (Gaf-1) (Phosphoprotein pp75) (Rab11-interacting protein Rip11)
O43251	RFOX2_HUMAN	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9) (Repressor of tamoxifen transcriptional activity)
Q14699	RFTN1_HUMAN	Raftlin (Cell migration-inducing gene 2 protein) (Raft-linking protein)
Q8NHY2	COP1_HUMAN	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (hCOP1) (RING finger and WD repeat domain protein 2) (RING finger protein 200) (RING-type E3 ubiquitin transferase RFWD2)
P22670	RFX1_HUMAN	MHC class II regulatory factor RFX1 (Enhancer factor C) (EF-C) (Regulatory factor X 1) (RFX) (Transcription factor RFX1)
P48378	RFX2_HUMAN	DNA-binding protein RFX2 (Regulatory factor X 2)
P48382	RFX5_HUMAN	DNA-binding protein RFX5 (Regulatory factor X 5)
Q9H0H5	RGAP1_HUMAN	Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4)
O15211	RGL2_HUMAN	Ral guanine nucleotide dissociation stimulator-like 2 (RalGDS-like 2) (RalGDS-like factor) (Ras-associated protein RAB2L)
Q92546	RGP1_HUMAN	RAB6A-GEF complex partner protein 2 (Retrograde Golgi transport protein RGP1 homolog)
Q6GYQ0	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating Rap/Ran-GAP domain-like 1) (Tuberin-like protein 1) (p240)
Q2PPJ7	RGPA2_HUMAN	Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (p220)
O14715	RGPD8_HUMAN	RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3)
Q86X27	RGPS2_HUMAN	Ras-specific guanine nucleotide-releasing factor RalGPS2 (Ral GEF with PH domain and SH3-binding motif 2) (RalA exchange factor RalGPS2)
O43665	RGS10_HUMAN	Regulator of G-protein signaling 10 (RGS10)
P49796	RGS3_HUMAN	Regulator of G-protein signaling 3 (RGP3) (RGS3)
Q6NTF9	RHBD2_HUMAN	Rhomboid domain-containing protein 2
Q96CC6	RHDF1_HUMAN	Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho)
Q6PJF5	RHDF2_HUMAN	Inactive rhomboid protein 2 (iRhom2) (Rhomboid 5 homolog 2) (Rhomboid family member 2) (Rhomboid veinlet-like protein 5) (Rhomboid veinlet-like protein 6)
Q15382	RHEB_HUMAN	GTP-binding protein Rheb (Ras homolog enriched in brain)
Q07960	RHG01_HUMAN	Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP)
Q13017	RHG05_HUMAN	Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B)
A1A4S6	RHG10_HUMAN	Rho GTPase-activating protein 10 (GTPase regulator associated with focal adhesion kinase 2) (Graf-related protein 2) (Rho-type GTPase-activating protein 10)
Q8IWW6	RHG12_HUMAN	Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12)
Q68EM7	RHG17_HUMAN	Rho GTPase-activating protein 17 (Rho-type GTPase-activating protein 17) (RhoGAP interacting with CIP4 homologs protein 1) (RICH-1)
Q8N392	RHG18_HUMAN	Rho GTPase-activating protein 18 (MacGAP) (Rho-type GTPase-activating protein 18)
Q5T5U3	RHG21_HUMAN	Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21)
Q9UNA1	RHG26_HUMAN	Rho GTPase-activating protein 26 (GTPase regulator associated with focal adhesion kinase) (Oligophrenin-1-like protein) (Rho-type GTPase-activating protein 26)
Q6ZUM4	RHG27_HUMAN	Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27) (SH3 domain-containing protein 20)
Q52LW3	RHG29_HUMAN	Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29)
A7KAX9	RHG32_HUMAN	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)
Q9NRY4	RHG35_HUMAN	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)
P61586	RHOA_HUMAN	Transforming protein RhoA (Rho cDNA clone 12) (h12)
P62745	RHOB_HUMAN	Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6)
P08134	RHOC_HUMAN	Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9)
Q9HBH0	RHOF_HUMAN	Rho-related GTP-binding protein RhoF (Rho family GTPase Rif) (Rho in filopodia)
P84095	RHOG_HUMAN	Rho-related GTP-binding protein RhoG
Q9H4E5	RHOJ_HUMAN	Rho-related GTP-binding protein RhoJ (Ras-like protein family member 7B) (Tc10-like GTP-binding protein)
Q8IUC4	RHPN2_HUMAN	Rhophilin-2 (76 kDa RhoB effector protein) (GTP-Rho-binding protein 2) (p76RBE)
Q9NPQ8	RIC8A_HUMAN	Synembryn-A (Protein Ric-8A)
Q9NVN3	RIC8B_HUMAN	Synembryn-B (Brain synembryn) (hSyn) (Protein Ric-8B)
Q6R327	RICTR_HUMAN	Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3)
Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog)
Q969G6	RIFK_HUMAN	Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)
Q13671	RIN1_HUMAN	Ras and Rab interactor 1 (Ras inhibitor JC99) (Ras interaction/interference protein 1)
Q06587	RING1_HUMAN	E3 ubiquitin-protein ligase RING1 (EC 2.3.2.27) (Polycomb complex protein RING1) (RING finger protein 1) (RING-type E3 ubiquitin transferase RING1) (Really interesting new gene 1 protein)
Q99496	RING2_HUMAN	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (Huntingtin-interacting protein 2-interacting protein 3) (HIP2-interacting protein 3) (Protein DinG) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING finger protein BAP-1) (RING-type E3 ubiquitin transferase RING2)
P13489	RINI_HUMAN	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)
Q6NUQ1	RINT1_HUMAN	RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)
Q9BRS2	RIOK1_HUMAN	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1)
Q9BVS4	RIOK2_HUMAN	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2)
O14730	RIOK3_HUMAN	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3) (sudD homolog)
Q13546	RIPK1_HUMAN	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1) (Serine/threonine-protein kinase RIP)
O43353	RIPK2_HUMAN	Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (CARD-containing interleukin-1 beta-converting enzyme-associated kinase) (CARD-containing IL-1 beta ICE-kinase) (RIP-like-interacting CLARP kinase) (Receptor-interacting protein 2) (RIP-2) (Tyrosine-protein kinase RIPK2) (EC 2.7.10.2)
Q5EBL4	RIPL1_HUMAN	RILP-like protein 1 (Rab-interacting lysosomal-like protein 1)
P23921	RIR1_HUMAN	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)
Q7LG56	RIR2B_HUMAN	Ribonucleoside-diphosphate reductase subunit M2 B (EC 1.17.4.1) (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2)
P31350	RIR2_HUMAN	Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit)
Q9HB40	RISC_HUMAN	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)
P62906	RL10A_HUMAN	60S ribosomal protein L10a (CSA-19) (Large ribosomal subunit protein uL1) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6)
P27635	RL10_HUMAN	60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)
P62913	RL11_HUMAN	60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)
P30050	RL12_HUMAN	60S ribosomal protein L12 (Large ribosomal subunit protein uL11)
P40429	RL13A_HUMAN	60S ribosomal protein L13a (23 kDa highly basic protein) (Large ribosomal subunit protein uL13)
P26373	RL13_HUMAN	60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13)
P50914	RL14_HUMAN	60S ribosomal protein L14 (CAG-ISL 7) (Large ribosomal subunit protein eL14)
P61313	RL15_HUMAN	60S ribosomal protein L15 (Large ribosomal subunit protein eL15)
Q02543	RL18A_HUMAN	60S ribosomal protein L18a (Large ribosomal subunit protein eL20)
Q07020	RL18_HUMAN	60S ribosomal protein L18 (Large ribosomal subunit protein eL18)
P84098	RL19_HUMAN	60S ribosomal protein L19 (Large ribosomal subunit protein eL19)
O76021	RL1D1_HUMAN	Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1)
P46778	RL21_HUMAN	60S ribosomal protein L21 (Large ribosomal subunit protein eL21)
P35268	RL22_HUMAN	60S ribosomal protein L22 (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15) (Large ribosomal subunit protein eL22)
Q6P5R6	RL22L_HUMAN	60S ribosomal protein L22-like 1 (Large ribosomal subunit protein eL22-like 1)
P62750	RL23A_HUMAN	60S ribosomal protein L23a (Large ribosomal subunit protein uL23)
P62829	RL23_HUMAN	60S ribosomal protein L23 (60S ribosomal protein L17) (Large ribosomal subunit protein uL14)
P83731	RL24_HUMAN	60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24)
P61254	RL26_HUMAN	60S ribosomal protein L26 (Large ribosomal subunit protein uL24)
P46776	RL27A_HUMAN	60S ribosomal protein L27a (Large ribosomal subunit protein uL15)
P61353	RL27_HUMAN	60S ribosomal protein L27 (Large ribosomal subunit protein eL27)
P46779	RL28_HUMAN	60S ribosomal protein L28 (Large ribosomal subunit protein eL28)
P47914	RL29_HUMAN	60S ribosomal protein L29 (Cell surface heparin-binding protein HIP) (Large ribosomal subunit protein eL29)
P62888	RL30_HUMAN	60S ribosomal protein L30 (Large ribosomal subunit protein eL30)
P62899	RL31_HUMAN	60S ribosomal protein L31 (Large ribosomal subunit protein eL31)
P62910	RL32_HUMAN	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)
P49207	RL34_HUMAN	60S ribosomal protein L34 (Large ribosomal subunit protein eL34)
P18077	RL35A_HUMAN	60S ribosomal protein L35a (Cell growth-inhibiting gene 33 protein) (Large ribosomal subunit protein eL33)
P42766	RL35_HUMAN	60S ribosomal protein L35 (Large ribosomal subunit protein uL29)
P83881	RL36A_HUMAN	60S ribosomal protein L36a (60S ribosomal protein L44) (Cell growth-inhibiting gene 15 protein) (Cell migration-inducing gene 6 protein) (Large ribosomal subunit protein eL42)
Q9Y3U8	RL36_HUMAN	60S ribosomal protein L36 (Large ribosomal subunit protein eL36)
P61513	RL37A_HUMAN	60S ribosomal protein L37a (Large ribosomal subunit protein eL43)
P61927	RL37_HUMAN	60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)
P63173	RL38_HUMAN	60S ribosomal protein L38 (Large ribosomal subunit protein eL38)
P62891	RL39_HUMAN	60S ribosomal protein L39 (Large ribosomal subunit protein eL39)
P39023	RL3_HUMAN	60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B) (TARBP-B) (Large ribosomal subunit protein uL3)
P36578	RL4_HUMAN	60S ribosomal protein L4 (60S ribosomal protein L1) (Large ribosomal subunit protein uL4)
P46777	RL5_HUMAN	60S ribosomal protein L5 (Large ribosomal subunit protein uL18)
Q02878	RL6_HUMAN	60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107)
P62424	RL7A_HUMAN	60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3)
P18124	RL7_HUMAN	60S ribosomal protein L7 (Large ribosomal subunit protein uL30)
Q6DKI1	RL7L_HUMAN	60S ribosomal protein L7-like 1 (Large ribosomal subunit protein uL30-like 1)
P62917	RL8_HUMAN	60S ribosomal protein L8 (Large ribosomal subunit protein uL2)
P32969	RL9_HUMAN	60S ribosomal protein L9 (Large ribosomal subunit protein uL6)
P05388	RLA0_HUMAN	60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)
P05386	RLA1_HUMAN	60S acidic ribosomal protein P1 (Large ribosomal subunit protein P1)
P05387	RLA2_HUMAN	60S acidic ribosomal protein P2 (Large ribosomal subunit protein P2) (Renal carcinoma antigen NY-REN-44)
Q13129	RLF_HUMAN	Zinc finger protein Rlf (Rearranged L-myc fusion gene protein) (Zn-15-related protein)
Q86X10	RLGPB_HUMAN	Ral GTPase-activating protein subunit beta (p170)
Q9BYD6	RM01_HUMAN	39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1) (Mitochondrial large ribosomal subunit protein uL1m)
Q5T653	RM02_HUMAN	39S ribosomal protein L2, mitochondrial (L2mt) (MRP-L2) (Mitochondrial large ribosomal subunit protein uL2m)
P09001	RM03_HUMAN	39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3) (Mitochondrial large ribosomal subunit protein uL3m)
Q9BYD3	RM04_HUMAN	39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4) (Mitochondrial large ribosomal subunit protein uL4m)
Q9BYD2	RM09_HUMAN	39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)
Q7Z7H8	RM10_HUMAN	39S ribosomal protein L10, mitochondrial (L10mt) (MRP-L10) (39S ribosomal protein L8, mitochondrial) (L8mt) (MRP-L8) (Mitochondrial large ribosomal subunit protein uL10m)
Q9Y3B7	RM11_HUMAN	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)
P52815	RM12_HUMAN	39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12) (5c5-2) (Mitochondrial large ribosomal subunit protein bL12m)
Q9BYD1	RM13_HUMAN	39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) (Mitochondrial large ribosomal subunit protein uL13m)
Q6P1L8	RM14_HUMAN	39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14) (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein uL14m)
Q9P015	RM15_HUMAN	39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein uL15m)
Q9NX20	RM16_HUMAN	39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16) (Mitochondrial large ribosomal subunit protein uL16m)
Q9NRX2	RM17_HUMAN	39S ribosomal protein L17, mitochondrial (L17mt) (MRP-L17) (LYST-interacting protein 2) (Mitochondrial large ribosomal subunit protein bL17m)
Q9H0U6	RM18_HUMAN	39S ribosomal protein L18, mitochondrial (L18mt) (MRP-L18) (Mitochondrial large ribosomal subunit protein uL18m)
P49406	RM19_HUMAN	39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19) (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein bL19m)
Q9BYC9	RM20_HUMAN	39S ribosomal protein L20, mitochondrial (L20mt) (MRP-L20) (Mitochondrial large ribosomal subunit protein bL20m)
Q7Z2W9	RM21_HUMAN	39S ribosomal protein L21, mitochondrial (L21mt) (MRP-L21) (Mitochondrial large ribosomal subunit protein bL21m)
Q9NWU5	RM22_HUMAN	39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22) (39S ribosomal protein L25, mitochondrial) (L25mt) (MRP-L25) (Mitochondrial large ribosomal subunit protein uL22m)
Q16540	RM23_HUMAN	39S ribosomal protein L23, mitochondrial (L23mt) (MRP-L23) (L23 mitochondrial-related protein) (Mitochondrial large ribosomal subunit protein uL23m) (Ribosomal protein L23-like)
Q96A35	RM24_HUMAN	39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24) (Mitochondrial large ribosomal subunit protein uL24m)
Q9P0M9	RM27_HUMAN	39S ribosomal protein L27, mitochondrial (L27mt) (MRP-L27) (Mitochondrial large ribosomal subunit protein bL27m)
Q13084	RM28_HUMAN	39S ribosomal protein L28, mitochondrial (L28mt) (MRP-L28) (Melanoma antigen p15) (Melanoma-associated antigen recognized by T-lymphocytes) (Mitochondrial large ribosomal subunit protein bL28m)
Q8TCC3	RM30_HUMAN	39S ribosomal protein L30, mitochondrial (L30mt) (MRP-L30) (39S ribosomal protein L28, mitochondrial) (L28mt) (MRP-L28) (Mitochondrial large ribosomal subunit protein uL30m)
