Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
Q9H4E7,0.0746931462369451,0.0501497552759429,7,"","",Differentially expressed in FDCP 6 homolog,DEF6,6976401500,>sp|Q9H4E7|DEFI6_HUMAN Differentially expressed in FDCP 6 homolog OS=Homo sapiens GN=DEF6 PE=1 SV=1
Q9NRF8,0.0746840393899894,0.0435705281782836,9,"","",CTP synthase 2,CTPS2,33008302170,>sp|Q9NRF8|PYRG2_HUMAN CTP synthase 2 OS=Homo sapiens GN=CTPS2 PE=1 SV=1
O75884,0.0746420043149159,0.0283575773368517,5,"","",Putative hydrolase RBBP9,RBBP9,7237849150,>sp|O75884|RBBP9_HUMAN Putative hydrolase RBBP9 OS=Homo sapiens GN=RBBP9 PE=1 SV=2
Q53FA7;Q53FA7-2,0.0745731082087793,0.032261245418824,8,"","",Quinone oxidoreductase PIG3,TP53I3,183331296930,>sp|Q53FA7|QORX_HUMAN Quinone oxidoreductase PIG3 OS=Homo sapiens GN=TP53I3 PE=1 SV=2;>sp|Q53FA7-2|QORX_HUMAN Isoform 2 of Quinone oxidoreductase PIG3 OS=Homo sapiens GN=TP53I3
Q5T6V5,0.0745554947557274,0.0388635454012405,10,"","",UPF0553 protein C9orf64,C9orf64,7678792694,>sp|Q5T6V5|CI064_HUMAN UPF0553 protein C9orf64 OS=Homo sapiens GN=C9orf64 PE=1 SV=1
Q8NE86;Q8NE86-3;Q8NE86-2,0.0745363226517644,0.0370719655415403,9,"","","Calcium uniporter protein, mitochondrial",MCU,21901354220,">sp|Q8NE86|MCU_HUMAN Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU PE=1 SV=1;>sp|Q8NE86-3|MCU_HUMAN Isoform 3 of Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU;>sp|Q8NE86-2|MCU_HUMAN Isoform 2 of Calcium uniporter protein"
Q8WWW0-2,0.0744804519010912,0.0409722303529528,7,"","",Ras association domain-containing protein 5,RASSF5,578875010,>sp|Q8WWW0-2|RASF5_HUMAN Isoform 2 of Ras association domain-containing protein 5 OS=Homo sapiens GN=RASSF5
P09917;P09917-2;P09917-3;P09917-5,0.0744558962055712,0.0391850070912996,6,"","",Arachidonate 5-lipoxygenase,ALOX5,724893070,>sp|P09917|LOX5_HUMAN Arachidonate 5-lipoxygenase OS=Homo sapiens GN=ALOX5 PE=1 SV=2;>sp|P09917-2|LOX5_HUMAN Isoform 2 of Arachidonate 5-lipoxygenase OS=Homo sapiens GN=ALOX5;>sp|P09917-3|LOX5_HUMAN Isoform 3 of Arachidonate 5-lipoxygenase OS=Homo sapiens
P26440;P26440-2,0.0743479095307733,0.043768860319995,12,"","","Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,39952625340,">sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD PE=1 SV=1;>sp|P26440-2|IVD_HUMAN Isoform 2 of Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD"
P61225,0.0742487239219859,0.0363817515454043,11,"","",Ras-related protein Rap-2b,RAP2B,29658678932,>sp|P61225|RAP2B_HUMAN Ras-related protein Rap-2b OS=Homo sapiens GN=RAP2B PE=1 SV=1
Q86YS7-3;Q86YS7,0.0742362916061222,0.0365252512265051,6,"","",C2 domain-containing protein 5,C2CD5,1298982552,>sp|Q86YS7-3|C2CD5_HUMAN Isoform 3 of C2 domain-containing protein 5 OS=Homo sapiens GN=C2CD5;>sp|Q86YS7|C2CD5_HUMAN C2 domain-containing protein 5 OS=Homo sapiens GN=C2CD5 PE=1 SV=1
O43772,0.0741946936795378,0.0431152013975736,8,"","",Mitochondrial carnitine/acylcarnitine carrier protein,SLC25A20,9952165220,>sp|O43772|MCAT_HUMAN Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens GN=SLC25A20 PE=1 SV=1
Q6P1Q0;Q6P1Q0-7;Q6P1Q0-2,0.0741410267398084,0.0337219626339935,5,"","",LETM1 domain-containing protein 1,LETMD1,631860100,>sp|Q6P1Q0|LTMD1_HUMAN LETM1 domain-containing protein 1 OS=Homo sapiens GN=LETMD1 PE=1 SV=1;>sp|Q6P1Q0-7|LTMD1_HUMAN Isoform 7 of LETM1 domain-containing protein 1 OS=Homo sapiens GN=LETMD1;>sp|Q6P1Q0-2|LTMD1_HUMAN Isoform 2 of LETM1 domain-containing pro
O75298;O75298-3;O75298-2,0.0741328492176921,0.0433919430516161,8,"","",Reticulon-2,RTN2,2329844560,>sp|O75298|RTN2_HUMAN Reticulon-2 OS=Homo sapiens GN=RTN2 PE=1 SV=1;>sp|O75298-3|RTN2_HUMAN Isoform RTN2-C of Reticulon-2 OS=Homo sapiens GN=RTN2;>sp|O75298-2|RTN2_HUMAN Isoform RTN2-B of Reticulon-2 OS=Homo sapiens GN=RTN2
O75964,0.0741184564996193,0.0414147249404115,10,"","","ATP synthase subunit g, mitochondrial",ATP5L,116680610570,">sp|O75964|ATP5L_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens GN=ATP5L PE=1 SV=3"
O75828,0.0737902885852509,0.0327174606577355,13,"","",Carbonyl reductase [NADPH] 3,CBR3,29368227680,>sp|O75828|CBR3_HUMAN Carbonyl reductase [NADPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3
Q8TDN6,0.0737760273746166,0.0363479603236632,14,"","",Ribosome biogenesis protein BRX1 homolog,BRIX1,156352199400,>sp|Q8TDN6|BRX1_HUMAN Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2
Q86VU5,0.0737736714424252,0.0357925893721646,6,"","",Catechol O-methyltransferase domain-containing protein 1,COMTD1,1376933160,>sp|Q86VU5|CMTD1_HUMAN Catechol O-methyltransferase domain-containing protein 1 OS=Homo sapiens GN=COMTD1 PE=1 SV=1
Q96GG9,0.0737561612821902,0.0405288599590398,10,"","",DCN1-like protein 1,DCUN1D1,27505179910,>sp|Q96GG9|DCNL1_HUMAN DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1
Q70IA6;Q70IA6-3;Q70IA6-2,0.0737037789931566,0.0375724517763024,7,"","",MOB kinase activator 2,MOB2,3375790180,>sp|Q70IA6|MOB2_HUMAN MOB kinase activator 2 OS=Homo sapiens GN=MOB2 PE=1 SV=1;>sp|Q70IA6-3|MOB2_HUMAN Isoform 3 of MOB kinase activator 2 OS=Homo sapiens GN=MOB2;>sp|Q70IA6-2|MOB2_HUMAN Isoform 2 of MOB kinase activator 2 OS=Homo sapiens GN=MOB2
Q96G03,0.0736574746675549,0.0360520344937397,10,"","",Phosphoglucomutase-2,PGM2,138710791800,>sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4
Q14240;Q14240-2,0.0736115103719313,0.0458733902861774,12,"","",Eukaryotic initiation factor 4A-II,EIF4A2,68731128150,>sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2;>sp|Q14240-2|IF4A2_HUMAN Isoform 2 of Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2
P14854,0.0735890679901173,0.039300101781244,9,"","",Cytochrome c oxidase subunit 6B1,COX6B1,28103258677,>sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2
Q96AG4,0.0735700733226044,0.0394039655849076,15,"","",Leucine-rich repeat-containing protein 59,LRRC59,561490509720,>sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1
P15311,0.0735364171979728,0.0434199846801263,15,"","",Ezrin,EZR,700675341290,>sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4
O76094;O76094-2,0.0734588553353864,0.0400328287684629,14,"","",Signal recognition particle subunit SRP72,SRP72,114666533260,>sp|O76094|SRP72_HUMAN Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3;>sp|O76094-2|SRP72_HUMAN Isoform 2 of Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72
Q8NBJ7;Q8NBJ7-2;Q8NBJ7-5,0.0734344484451422,0.047454093366918,10,"","",Sulfatase-modifying factor 2,SUMF2,53813374670,>sp|Q8NBJ7|SUMF2_HUMAN Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2 PE=1 SV=2;>sp|Q8NBJ7-2|SUMF2_HUMAN Isoform 2 of Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2;>sp|Q8NBJ7-5|SUMF2_HUMAN Isoform 5 of Sulfatase-modifying factor 2 OS=Homo sa
Q7KZF4,0.0734136566667387,0.0388850272975022,15,"","",Staphylococcal nuclease domain-containing protein 1,SND1,808993795600,>sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1
P12694;P12694-2,0.0732782444656431,0.0339963504681245,10,"","","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",BCKDHA,9014680430,">sp|P12694|ODBA_HUMAN 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens GN=BCKDHA PE=1 SV=2;>sp|P12694-2|ODBA_HUMAN Isoform 2 of 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens GN=BCKDHA"
O75746;O75746-2,0.0731440605444568,0.0361615956713405,9,"","",Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,17481739590,>sp|O75746|CMC1_HUMAN Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2;>sp|O75746-2|CMC1_HUMAN Isoform 2 of Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12
P58546,0.0731430925397405,0.0374498330066484,12,"","",Myotrophin,MTPN,96929908860,>sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2
P07237,0.0731405894688229,0.0403062297572594,15,"","",Protein disulfide-isomerase,P4HB,2652430130100,>sp|P07237|PDIA1_HUMAN Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3
P52298;P52298-3;P52298-2,0.0731077647477131,0.0358049128406533,11,"","",Nuclear cap-binding protein subunit 2,NCBP2,13391650370,>sp|P52298|NCBP2_HUMAN Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2 PE=1 SV=1;>sp|P52298-3|NCBP2_HUMAN Isoform 3 of Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2;>sp|P52298-2|NCBP2_HUMAN Isoform 2 of Nuclear cap-binding p
O75569;O75569-3,0.0731014748328223,0.0271614648056743,11,"","",Interferon-inducible double-stranded RNA-dependent protein kinase activator A,PRKRA,32543513689,>sp|O75569|PRKRA_HUMAN Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1;>sp|O75569-3|PRKRA_HUMAN Isoform 3 of Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=H
Q14213,0.0729878379610057,0.0409014928322051,6,"","",Interleukin-27 subunit beta,EBI3,1230630600,>sp|Q14213|IL27B_HUMAN Interleukin-27 subunit beta OS=Homo sapiens GN=EBI3 PE=1 SV=2
P10109,0.0729529939801759,0.027066130618424,7,"","","Adrenodoxin, mitochondrial",FDX1,4205655226,">sp|P10109|ADX_HUMAN Adrenodoxin, mitochondrial OS=Homo sapiens GN=FDX1 PE=1 SV=1"
Q9H9Q2;Q9H9Q2-2,0.0729388973954184,0.0430589702925494,9,"","",COP9 signalosome complex subunit 7b,COPS7B,22520662360,>sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=1 SV=1;>sp|Q9H9Q2-2|CSN7B_HUMAN Isoform 2 of COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B
P10606,0.0729100207052998,0.0397339991947719,11,"","","Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,40734671700,">sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2"
O00422,0.0728729415267522,0.0363892826077615,9,"","",Histone deacetylase complex subunit SAP18,SAP18,14793779031,>sp|O00422|SAP18_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1
P21953,0.072765438149622,0.0405503292088404,8,"","","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",BCKDHB,14474486170,">sp|P21953|ODBB_HUMAN 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens GN=BCKDHB PE=1 SV=2"
Q13564;Q13564-2;Q13564-4;Q13564-3,0.0727440672877914,0.045469860183242,8,"","",NEDD8-activating enzyme E1 regulatory subunit,NAE1,37351244600,>sp|Q13564|ULA1_HUMAN NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens GN=NAE1 PE=1 SV=1;>sp|Q13564-2|ULA1_HUMAN Isoform 2 of NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens GN=NAE1;>sp|Q13564-4|ULA1_HUMAN Isoform 4 of NEDD8-acti
Q9Y4Z0,0.0727306624591861,0.0315312066573627,10,"","",U6 snRNA-associated Sm-like protein LSm4,LSM4,47710451960,>sp|Q9Y4Z0|LSM4_HUMAN U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens GN=LSM4 PE=1 SV=1
Q9Y6N5,0.0726966827484769,0.0406658110700866,11,"","","Sulfide:quinone oxidoreductase, mitochondrial",SQRDL,99908805200,">sp|Q9Y6N5|SQRD_HUMAN Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1"
O14521-2;O14521;O14521-4,0.0726924573035584,0.038451480011023,7,"","","Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,8643942630,">sp|O14521-2|DHSD_HUMAN Isoform 2 of Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Homo sapiens GN=SDHD;>sp|O14521|DHSD_HUMAN Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Homo sapiens"
Q13445,0.0726899795427282,0.0384730576768874,8,"","",Transmembrane emp24 domain-containing protein 1,TMED1,12131468280,>sp|Q13445|TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens GN=TMED1 PE=1 SV=1
Q8WY22,0.0726628676388608,0.0384443964811479,8,"","",BRI3-binding protein,BRI3BP,7575042880,>sp|Q8WY22|BRI3B_HUMAN BRI3-binding protein OS=Homo sapiens GN=BRI3BP PE=1 SV=1
Q9GZY4,0.0726510468689387,0.0281082182617973,5,"","",Cytochrome c oxidase assembly factor 1 homolog,COA1,426542849,>sp|Q9GZY4|COA1_HUMAN Cytochrome c oxidase assembly factor 1 homolog OS=Homo sapiens GN=COA1 PE=1 SV=1
P42765,0.0725174676757069,0.0408775898250359,15,"","","3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,214106481030,">sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2"
P04899;P04899-6;P04899-5;P04899-2,0.0724907290112156,0.0297587623578748,14,"","",Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,272850483090,>sp|P04899|GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3;>sp|P04899-6|GNAI2_HUMAN Isoform 6 of Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2;>sp|P04899-5|GNAI2_HUMA
Q96DU3-2;Q96DU3,0.0724600334726461,0.0324807241183634,6,"","",SLAM family member 6,SLAMF6,89204680,>sp|Q96DU3-2|SLAF6_HUMAN Isoform 2 of SLAM family member 6 OS=Homo sapiens GN=SLAMF6;>sp|Q96DU3|SLAF6_HUMAN SLAM family member 6 OS=Homo sapiens GN=SLAMF6 PE=1 SV=3
Q96A26,0.0724173166169972,0.0600120829584062,9,"","",Protein FAM162A,FAM162A,45744179380,>sp|Q96A26|F162A_HUMAN Protein FAM162A OS=Homo sapiens GN=FAM162A PE=1 SV=2
Q9Y2X3,0.0723899563527951,0.0631314137689513,14,"","",Nucleolar protein 58,NOP58,161967544500,>sp|Q9Y2X3|NOP58_HUMAN Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1
P08397;P08397-2;P08397-3;P08397-4,0.0723437400461468,0.0430259904203712,12,"","",Porphobilinogen deaminase,HMBS,31173934500,>sp|P08397|HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2;>sp|P08397-2|HEM3_HUMAN Isoform 2 of Porphobilinogen deaminase OS=Homo sapiens GN=HMBS;>sp|P08397-3|HEM3_HUMAN Isoform 3 of Porphobilinogen deaminase OS=Homo sapiens GN=HMBS;
P11908;P11908-2,0.0723398869858094,0.0613043885735717,9,"","",Ribose-phosphate pyrophosphokinase 2,PRPS2,30823137760,>sp|P11908|PRPS2_HUMAN Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2 PE=1 SV=2;>sp|P11908-2|PRPS2_HUMAN Isoform 2 of Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2
Q02252;Q02252-2,0.0722889376885033,0.0320916516618473,14,"","","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,31988311220,">sp|Q02252|MMSA_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALDH6A1 PE=1 SV=2;>sp|Q02252-2|MMSA_HUMAN Isoform 2 of Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALD"
Q01082,0.0722707552326837,0.0366299986202352,15,"","","Spectrin beta chain, non-erythrocytic 1",SPTBN1,935919126000,">sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2"
Q8N490-2,0.0722208974681863,0.0402904907535341,7,"","",Probable hydrolase PNKD,PNKD,1032232200,>sp|Q8N490-2|PNKD_HUMAN Isoform 2 of Probable hydrolase PNKD OS=Homo sapiens GN=PNKD
Q7Z3U7-5;Q7Z3U7-6,0.0721716228123654,0.0469571697363211,11,"","",Protein MON2 homolog,MON2,14896491426,>sp|Q7Z3U7-5|MON2_HUMAN Isoform 5 of Protein MON2 homolog OS=Homo sapiens GN=MON2;>sp|Q7Z3U7-6|MON2_HUMAN Isoform 6 of Protein MON2 homolog OS=Homo sapiens GN=MON2
Q9BWJ5,0.0720736231407003,0.035402155568002,9,"","",Splicing factor 3B subunit 5,SF3B5,22466184995,>sp|Q9BWJ5|SF3B5_HUMAN Splicing factor 3B subunit 5 OS=Homo sapiens GN=SF3B5 PE=1 SV=1
Q15435;Q15435-2;Q15435-3;Q15435-4,0.072072688361516,0.0455561554369757,12,"","",Protein phosphatase 1 regulatory subunit 7,PPP1R7,91866353460,>sp|Q15435|PP1R7_HUMAN Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=1 SV=1;>sp|Q15435-2|PP1R7_HUMAN Isoform 2 of Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7;>sp|Q15435-3|PP1R7_HUMAN Isoform 3 of Protein p
Q14061,0.0720007635930461,0.0456224312378906,8,"","",Cytochrome c oxidase copper chaperone,COX17,13931655390,>sp|Q14061|COX17_HUMAN Cytochrome c oxidase copper chaperone OS=Homo sapiens GN=COX17 PE=1 SV=2
Q86YS6;Q86YS6-2,0.0719366269801043,0.050550419893493,9,"","",Ras-related protein Rab-43,RAB43,10778057820,>sp|Q86YS6|RAB43_HUMAN Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1;>sp|Q86YS6-2|RAB43_HUMAN Isoform 3 of Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43
O95486,0.0718807840906526,0.0389779459695539,12,"","",Protein transport protein Sec24A,SEC24A,40370532712,>sp|O95486|SC24A_HUMAN Protein transport protein Sec24A OS=Homo sapiens GN=SEC24A PE=1 SV=2
Q15042;Q15042-3,0.0718720434785391,0.0525077152843411,11,"","",Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,29751507839,>sp|Q15042|RB3GP_HUMAN Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens GN=RAB3GAP1 PE=1 SV=3;>sp|Q15042-3|RB3GP_HUMAN Isoform 2 of Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens GN=RAB3GAP1
Q8TCS8,0.0717578152951195,0.038574267304729,13,"","","Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,90120103140,">sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2"
O75439,0.071713934548523,0.0358310469448837,13,"","",Mitochondrial-processing peptidase subunit beta,PMPCB,83806010609,>sp|O75439|MPPB_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2
P32969,0.0716379596099978,0.0361596477397966,15,"","",60S ribosomal protein L9,RPL9,548757267032,>sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1
O95479,0.0715149614710539,0.0386661110309365,8,"","",GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase,H6PD,15176243000,>sp|O95479|G6PE_HUMAN GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens GN=H6PD PE=1 SV=2
Q9NRX4,0.0715067604117259,0.042549296142408,14,"","",14 kDa phosphohistidine phosphatase,PHPT1,80905967651,>sp|Q9NRX4|PHP14_HUMAN 14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1
Q9UBN7;Q9UBN7-2,0.0714960343069277,0.037437232926501,7,"","",Histone deacetylase 6,HDAC6,2163745556,>sp|Q9UBN7|HDAC6_HUMAN Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2;>sp|Q9UBN7-2|HDAC6_HUMAN Isoform 2 of Histone deacetylase 6 OS=Homo sapiens GN=HDAC6
Q8IXI2-3;Q8IXI2-2;Q8IXI2-5;Q8IXI2-7;Q8IXI2,0.0714698131790617,0.0383976622503282,8,"","",Mitochondrial Rho GTPase 1,RHOT1,5617368440,>sp|Q8IXI2-3|MIRO1_HUMAN Isoform 3 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1;>sp|Q8IXI2-2|MIRO1_HUMAN Isoform 2 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1;>sp|Q8IXI2-5|MIRO1_HUMAN Isoform 5 of Mitochondrial Rho GTPase 1 OS=Homo sap
O43264;O43264-2,0.0714487821042668,0.0374431804596794,11,"","",Centromere/kinetochore protein zw10 homolog,ZW10,27096846250,>sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3;>sp|O43264-2|ZW10_HUMAN Isoform 2 of Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10
Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2,0.0714245642924952,0.0433137447790868,11,"","",Xaa-Pro aminopeptidase 1,XPNPEP1,91785423154,>sp|Q9NQW7-3|XPP1_HUMAN Isoform 3 of Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1;>sp|Q9NQW7|XPP1_HUMAN Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3;>sp|Q9NQW7-4|XPP1_HUMAN Isoform 4 of Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XP
Q71UI9;P0C0S5;Q71UI9-4;Q71UI9-2;Q71UI9-3,0.0711754719976074,0.0334437353192589,15,"","",Histone H2A.V;Histone H2A.Z,H2AFV;H2AFZ,451370755170,>sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3;>sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2;>sp|Q71UI9-4|H2AV_HUMAN Isoform 4 of Histone H2A.V OS=Homo sapiens GN=H2AFV;>sp|Q71UI9-2|H2AV_HUMAN Isoform 2 of H
Q6PI48,0.0711584096441805,0.0411156917090565,12,"","","Aspartate--tRNA ligase, mitochondrial",DARS2,54570196610,">sp|Q6PI48|SYDM_HUMAN Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens GN=DARS2 PE=1 SV=1"
Q92878;Q92878-2;Q92878-3,0.0711096085404115,0.0368991481817525,14,"","",DNA repair protein RAD50,RAD50,144841303495,>sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens GN=RAD50 PE=1 SV=1;>sp|Q92878-2|RAD50_HUMAN Isoform 2 of DNA repair protein RAD50 OS=Homo sapiens GN=RAD50;>sp|Q92878-3|RAD50_HUMAN Isoform 3 of DNA repair protein RAD50 OS=Homo sapiens GN=RAD
Q08211,0.0710243563015545,0.0463417010162078,15,"","",ATP-dependent RNA helicase A,DHX9,1178641015930,>sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4
Q9H993,0.070909334172923,0.0351686211603112,12,"","",UPF0364 protein C6orf211,C6orf211,43639673330,>sp|Q9H993|ARMT1_HUMAN Protein-glutamate O-methyltransferase OS=Homo sapiens GN=ARMT1 PE=1 SV=1
P11310;P11310-2,0.0708887321000419,0.0394511191077037,10,"","","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,74438044987,">sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1;>sp|P11310-2|ACADM_HUMAN Isoform 2 of Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM"
Q9NZD2,0.0708768971350002,0.0354104015561957,8,"","",Glycolipid transfer protein,GLTP,21595453920,>sp|Q9NZD2|GLTP_HUMAN Glycolipid transfer protein OS=Homo sapiens GN=GLTP PE=1 SV=3
Q8IZ07,0.0708359408213657,0.0399455140154361,7,"","",Ankyrin repeat domain-containing protein 13A,ANKRD13A,1176319704,>sp|Q8IZ07|AN13A_HUMAN Ankyrin repeat domain-containing protein 13A OS=Homo sapiens GN=ANKRD13A PE=1 SV=3
Q9UMR2;Q9UMR2-3,0.0708303193638631,0.028751963942033,6,"","",ATP-dependent RNA helicase DDX19B,DDX19B,910007413,>sp|Q9UMR2|DD19B_HUMAN ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B PE=1 SV=1;>sp|Q9UMR2-3|DD19B_HUMAN Isoform 3 of ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B
P35244,0.0707682875073794,0.0377539921376151,10,"","",Replication protein A 14 kDa subunit,RPA3,21730953200,>sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens GN=RPA3 PE=1 SV=1
